HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,33UKMF9319K9Z6EWY6NMU48QYAUTTN,A3BLJ6QSDTZC9U,Approved,Mon Aug 05 05:20:46 PDT 2019,Mon Aug 05 05:32:21 PDT 2019,Thu Aug 08 05:32:21 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,695,100% (2/2),100% (2/2),100% (2/2),5f8722e0-49cf-43b6-a131-f90800debb17,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,345LHZDEDXSJ02VRJW75HNQUNPIU3S,A1ZD8RU6YB0VEU,Approved,Mon Aug 05 02:33:57 PDT 2019,Mon Aug 05 02:40:14 PDT 2019,Thu Aug 08 02:40:14 PDT 2019,Mon Aug 05 02:56:23 PDT 2019,,,377,100% (4/4),100% (4/4),100% (4/4),6b8c6694-be8f-421d-9bf6-ca5f3501cb71,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,34MAJL3QP4NKJ41C4QGN4JS0ODT43G,A2FB9PX5DIEN61,Approved,Mon Aug 05 07:29:47 PDT 2019,Mon Aug 05 07:39:35 PDT 2019,Thu Aug 08 07:39:35 PDT 2019,Mon Aug 05 08:40:18 PDT 2019,,,588,100% (3/3),100% (3/3),100% (3/3),387719cd-6ae1-494a-b7d9-26de64019ecb,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,34PGFRQONOB7DKMLHHETFISG42MJWZ,A3KHKFLJZN00QI,Approved,Mon Aug 05 05:25:38 PDT 2019,Mon Aug 05 05:38:33 PDT 2019,Thu Aug 08 05:38:33 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,775,100% (2/2),100% (2/2),100% (2/2),651e4114-eb6f-48fa-bffe-822d7ead5fbc,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,34X6J5FLPTY2TNQZ58FNNTAUG2PJQH,A22ON3MIIG0IJA,Approved,Mon Aug 05 07:05:12 PDT 2019,Mon Aug 05 07:18:08 PDT 2019,Thu Aug 08 07:18:08 PDT 2019,Mon Aug 05 07:26:51 PDT 2019,,,776,100% (2/2),100% (2/2),100% (2/2),7b3b8aad-52e3-4384-a4f7-bcf1d453e5a2,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,352YTHGROVDZDC8BJB5P8DTA7HK4HU,A1YH2I4Y2SYAXJ,Approved,Mon Aug 05 05:43:31 PDT 2019,Mon Aug 05 05:54:27 PDT 2019,Thu Aug 08 05:54:27 PDT 2019,Mon Aug 05 06:10:01 PDT 2019,,,656,100% (2/2),100% (2/2),100% (2/2),87785f64-64d6-432b-8a95-22aa505992ed,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,358UUM7WRZ39LT4XHEFQPTFQLS37R9,A31CQ2BUTMPXCT,Approved,Mon Aug 05 04:03:35 PDT 2019,Mon Aug 05 04:12:10 PDT 2019,Thu Aug 08 04:12:10 PDT 2019,Mon Aug 05 05:05:08 PDT 2019,,,515,100% (3/3),100% (3/3),100% (3/3),8d86009f-a71c-4cf0-92ca-ca741e8ba9fb,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,35BLDD71I6XKYARK9TCJHAXSGSWVZN,A1EDATQDKE2J0W,Approved,Mon Aug 05 08:35:06 PDT 2019,Mon Aug 05 08:45:23 PDT 2019,Thu Aug 08 08:45:23 PDT 2019,Mon Aug 05 11:24:11 PDT 2019,,,617,100% (2/2),100% (2/2),100% (2/2),83415256-9f69-45c5-a39b-1c0d26a2cbe7,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,36DSNE9QZ5YZ8BDJQVNJYOFU11VJOX,A1K5ILJMG439M5,Approved,Mon Aug 05 06:24:57 PDT 2019,Mon Aug 05 06:33:54 PDT 2019,Thu Aug 08 06:33:54 PDT 2019,Mon Aug 05 06:42:55 PDT 2019,,,537,100% (2/2),100% (2/2),100% (2/2),889f674b-5175-4bf2-9aef-e975864db3fd,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,36H9ULYP62U52Y0QRS4TBU6G905JFC,AVK1TZJ6OT9HY,Approved,Mon Aug 05 06:28:29 PDT 2019,Mon Aug 05 06:41:46 PDT 2019,Thu Aug 08 06:41:46 PDT 2019,Mon Aug 05 06:43:26 PDT 2019,,,797,100% (3/3),100% (3/3),100% (3/3),5d4b8937-6668-4f98-a5d2-fbbbaae713ae,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,36V4Q8R5ZK0SUVWK85SF3L2BKVYQM4,A2YG946XZ2OG2R,Rejected,Mon Aug 05 05:04:56 PDT 2019,Mon Aug 05 05:09:36 PDT 2019,Thu Aug 08 05:09:36 PDT 2019,,Mon Aug 05 05:46:27 PDT 2019,"Did not complete the HIT correctly. There were 32/35 where the blue button was not pressed.

Worker has sped through without trying to complete the task correctly",280,50% (1/2),50% (1/2),50% (1/2),12fcbc7f-be49-4267-a71f-432b1009a342,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,373ERPL3YO8WJR14UHIRUP78APWRT7,A31BFQ3V5CLBGH,Approved,Mon Aug 05 05:00:58 PDT 2019,Mon Aug 05 05:12:30 PDT 2019,Thu Aug 08 05:12:30 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,692,100% (2/2),100% (2/2),100% (2/2),89b99315-8ae0-4a4a-a171-1489a4ab6ece,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,378XPAWRUCDEBWZCYUX1LSGPZ4PAIY,A2XO8WNVUVQVW8,Approved,Mon Aug 05 03:26:18 PDT 2019,Mon Aug 05 03:34:33 PDT 2019,Thu Aug 08 03:34:33 PDT 2019,Mon Aug 05 03:42:37 PDT 2019,,,495,100% (2/2),100% (2/2),100% (2/2),a35a1193-add5-42cc-865f-ac24cde4cecb,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,37C0GNLMHF3WGJ7NG3FEEQYQBGX6D8,AH3W6E7W1EU0D,Approved,Mon Aug 05 05:37:50 PDT 2019,Mon Aug 05 05:45:24 PDT 2019,Thu Aug 08 05:45:24 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,454,100% (2/2),100% (2/2),100% (2/2),a63fc4a1-16cd-44bd-88d2-188ba0d1d6c5,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,37M28K1J0QDA67JIGCI1XTVPCJGAJC,AQJU0QTBRKJ3,Approved,Mon Aug 05 04:29:39 PDT 2019,Mon Aug 05 04:36:48 PDT 2019,Thu Aug 08 04:36:48 PDT 2019,Mon Aug 05 05:05:08 PDT 2019,,,429,100% (2/2),100% (2/2),100% (2/2),a01c083f-2e31-46b1-8c15-84f490d1bc8b,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,37UQDCYH6XV1E0LEQYK0QQ4T6YF7V1,AJFVK3O1D7SPE,Approved,Mon Aug 05 03:27:35 PDT 2019,Mon Aug 05 03:35:52 PDT 2019,Thu Aug 08 03:35:52 PDT 2019,Mon Aug 05 03:42:53 PDT 2019,,,497,100% (2/2),100% (2/2),100% (2/2),979b4dfd-649b-45be-88aa-d001ea024f60,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,382M9COHEHFMA0BO8GO10EUREEFEUA,A2105HE3NI2TQ5,Approved,Mon Aug 05 05:26:46 PDT 2019,Mon Aug 05 05:41:50 PDT 2019,Thu Aug 08 05:41:50 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,904,100% (2/2),100% (2/2),100% (2/2),49f7a6d9-0ce4-403b-a14e-3dcc60766b9f,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,38BQUHLA9W0P9JJ4TS0BEG7B5UIOMW,A3GAQNTZ1V1VO,Approved,Mon Aug 05 05:35:30 PDT 2019,Mon Aug 05 05:41:44 PDT 2019,Thu Aug 08 05:41:44 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,374,100% (2/2),100% (2/2),100% (2/2),a18076ea-eb94-4e53-a1b9-cef01740823d,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,38YMOXR4MUZVPP7EXYK46ENBIWZ6WD,A4LCG4MSNJRUF,Approved,Mon Aug 05 04:20:12 PDT 2019,Mon Aug 05 04:26:00 PDT 2019,Thu Aug 08 04:26:00 PDT 2019,Mon Aug 05 05:05:08 PDT 2019,,,348,100% (2/2),100% (2/2),100% (2/2),eeb8a452-9b93-46b8-87e2-b4d86c115bf4,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3907X2AHF05HNFRCYAU6O7Y39UV2PY,A1HNR6OIRFCEHS,Rejected,Mon Aug 05 04:46:02 PDT 2019,Mon Aug 05 05:00:53 PDT 2019,Thu Aug 08 05:00:53 PDT 2019,,Mon Aug 05 05:03:19 PDT 2019,"Did not complete the HIT correctly, there were 29/35 rounds where the blue button was not even clicked. Therefore showing now attempt was made to understand the HIT before preceding",891,50% (1/2),50% (1/2),50% (1/2),4e8b6b29-142a-4b2e-8f94-58b1298fc87f,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,39N5ACM9HENSNZCBJJ9LYU6HF049PW,A2YQ2RNOK49TY0,Approved,Mon Aug 05 04:23:59 PDT 2019,Mon Aug 05 04:29:36 PDT 2019,Thu Aug 08 04:29:36 PDT 2019,Mon Aug 05 05:05:08 PDT 2019,,,337,100% (3/3),100% (3/3),100% (3/3),efcf777f-ba47-4876-8c59-62473322977d,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,39O5D9O87TSNE8ERX5M5NH4OGQCC33,A2YE7NBCK14VAQ,Approved,Mon Aug 05 07:44:42 PDT 2019,Mon Aug 05 07:53:39 PDT 2019,Thu Aug 08 07:53:39 PDT 2019,Mon Aug 05 08:40:18 PDT 2019,,,537,100% (2/2),100% (2/2),100% (2/2),abbcd1d8-0b2c-4d0d-8cfd-5ea843626198,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,39OWYR0EPKRVXNVPDS5WLHL4M35FYR,AL7L4BS9AW3TI,Approved,Mon Aug 05 05:31:30 PDT 2019,Mon Aug 05 05:41:26 PDT 2019,Thu Aug 08 05:41:26 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,596,100% (2/2),100% (2/2),100% (2/2),430a5055-87b8-4b00-b2ee-6c34572448c8,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3A1COHJ8NJV0WDVDVEV2PP9F93CH8A,A3AY0315YWWNXY,Approved,Mon Aug 05 04:31:25 PDT 2019,Mon Aug 05 04:41:06 PDT 2019,Thu Aug 08 04:41:06 PDT 2019,Mon Aug 05 05:39:50 PDT 2019,Mon Aug 05 04:59:40 PDT 2019,,581,100% (3/3),100% (3/3),100% (3/3),bc86a512-dbc4-423b-8bf5-cfb4b9b9a0f5,,
